economy,year,fdi_inflows,rd_spending,patent_apps,internet_users,gdp_growth,gdp_per_capita,tertiary_enrollment,gini,services_emp,unemployment,high_tech_exp,arm_trapped,income_level,ai_readiness
LBY,2025,1.80500147243983,,,81.95449829,1.89995052025442,7696.0807819319,58.543701171875,,71.3751590394371,18.758,0.604680774692483,0.0,middle,0.0
LCA,2025,7.32073642166254,,2.0,68.20500183,3.89175024218898,11854.9517233237,15.0396404266357,43.7,76.3163034985676,9.452,9.33224017462958,0.0,middle,0.0
LCN,2025,2.83019279156142,0.682501882174588,8385.0,83.7,2.25365117533329,8873.03538905768,58.9027099609375,,66.81568377692,5.45906708114628,13.1170868158088,0.0,middle,83.7
LDC,2025,2.49378572238924,,,33.7,3.85645809654653,1091.33824852468,11.0492496490478,,33.3567540780648,4.66480928166506,8.04225673379678,,low,33.7
LIC,2025,4.7034478710177,,600.0,23.4,2.32616172345091,663.92559694882,9.28015041351318,,29.8602673682513,5.26006571299697,2.11978789576814,,low,23.4
LIE,2024,-1303.10826691135,6.00984,,98.2641983,-1.15748291975636,167187.15730982,46.0189590454102,,,,,,high,98.2641983
LKA,2025,0.769118881748846,0.10506,266.0,54.59,5.00871930957159,4186.4986638365,20.7412633848006,37.7,47.8392733572592,4.005,1.53793971540437,0.0,middle,0.0
LMC,2025,1.82835761191768,0.517959764163889,42400.0,62.9,5.17324978806563,2425.46811159982,27.4404697418213,,38.6670767807303,4.30947956350675,21.5562823901681,0.0,middle,62.9
LMY,2025,1.10723645786206,1.94633533666676,,,4.36075037491024,5652.87507726956,38.7901611328125,,44.7060365816141,4.91298327796184,21.9392282488692,0.0,middle,0.0
LSO,2025,-0.5534084172031,0.09453,1.0,51.79660034,2.85452253179545,991.069661910744,9.93844298033582,44.9,36.0864752457691,16.315,0.0895832496967832,,low,0.0
LTE,2025,0.803155160614853,2.08942406944005,,,4.48755005392181,11914.0272194525,69.3638916015625,,51.6959544549845,4.49842503652739,28.1050615003093,0.0,middle,0.0
LTU,2025,5.53816765536591,1.04977,81.0,89.16116293,2.77263124530285,19092.6451176955,75.6177368164062,36.0,69.435273271226,6.731,17.3245506640985,0.0,high,0.0
LUX,2025,113.622225285264,1.07045,112.0,99.12902211,0.35861253942069,104147.1739928,22.4103698730469,33.6,91.4778095399598,6.343,5.0736120319212,,high,99.12902211
LVA,2025,3.46583040049498,0.8236,104.0,92.70757011,-0.0461080109713521,16374.773539624,82.917350769043,34.0,71.5002159943841,6.568,17.4901914812882,0.0,high,0.0
MAC,2025,3.82364491952989,0.31097,2.0,89.82640076,7.84960207010525,63377.2932129214,141.864795918367,,88.6334455776545,2.347,0.0,,high,0.0
MAF,2021,,,,,4.89999967133534,,,,,,,,,0.0
MAR,2025,1.02047789871899,0.66036,254.0,91.2,3.79336515978963,3516.15405273438,48.1839617510572,39.5,48.2745559288651,9.0,5.43070567261144,0.0,middle,0.0
MCO,2024,,0.03821,5.0,99.04489899,8.51053758860212,247170.219910657,77.4806900024414,,,,,,high,68.89262199561034
MDA,2025,2.51844626798863,0.21589,64.0,77.3687973,0.103059364371205,3851.51202518347,74.7109378669046,26.8,36.9441386019795,1.505,2.92514721596985,0.0,middle,0.0
MDG,2025,3.47985819890072,0.01275,6.0,18.67790031,4.19999999988647,453.383067004772,6.1466638463036,36.8,20.8882641065098,3.041,0.958835172179217,,low,0.0
MDV,2025,11.416720004027,,,85.23999786,3.49440422654285,11798.791369146,48.4968654322788,29.3,71.7657917507932,4.514,0.00227056785155377,0.0,middle,0.0
MEA,2025,3.81341246026811,1.32901982491162,17557.0,63.7,2.11232485351741,5466.08902649321,29.6833095550537,,51.5948725308762,7.79483882954434,8.58757800098424,0.0,middle,63.7
MEX,2025,2.44966474077028,0.25372,1117.0,83.12233799,1.42742769080466,10316.4611902215,48.203441619873,42.6,64.0792516022262,2.673,19.3037596613987,0.0,middle,0.0
MHL,2024,4.60476895318283,,,65.915802,2.50192717852873,5811.03355673487,37.6853055916775,35.5,,,,0.0,middle,42.37922739791937
MIC,2025,1.07706320946648,1.9525754024907,,,4.38303528532211,6177.02279223057,43.2768402099609,,45.8679126135992,4.88571220068297,22.0193342881228,0.0,middle,0.0
MKD,2025,6.23445070666485,0.37363,42.0,93.1,2.99373536567732,6628.84686594032,55.0082015991211,33.5,60.8712604359926,12.256,6.3599119716616,0.0,middle,93.1
MLI,2025,3.43740692659041,0.14743,,36.80149841,4.99226917482922,909.755317910813,5.12750941173932,35.7,28.3964232086821,2.831,5.3606547607953,,low,0.0
MLT,2025,170.537958922807,0.64792,5.0,93.86029816,6.79990300224401,34670.0815997119,80.5250091552734,31.8,81.3861453233266,2.896,45.179167089137,0.0,high,0.0
MMR,2025,1.47879223317634,0.02307,,45.4477005,-0.97204641363362,1158.47928099316,20.3723297119141,30.7,36.8856128126541,3.047,5.19991999790977,0.0,middle,0.0
MNA,2025,2.34674901557747,0.538755837378145,,0.0,2.22259348944316,3023.05283337065,,,47.7946520801708,8.69378066221379,2.7534454080497,0.0,middle,0.0
MNE,2025,7.24824965709432,0.36328,5.0,88.88258428,3.16409886329913,8540.00828913129,55.1743011474609,34.3,77.5793384016688,13.572,14.4622662813729,0.0,middle,0.0
MNG,2025,11.6924984371367,0.08365,109.0,85.12349701,5.12204539122661,4626.79609644243,69.044059753418,31.4,49.9059178481407,5.233,22.5365545669935,0.0,middle,0.0
MNP,2022,,,,,16.6427546628408,19461.8611129744,,,,,,,high,0.0
MOZ,2025,15.4256916399298,0.30814,30.0,20.52729988,2.14854964610538,605.604720848519,7.4630510423433,49.6,20.5539713948222,6.628,3.6302648420799,,low,0.0
MRT,2025,13.2039338372346,0.01019,,45.77939987,6.30760213290844,1688.6139322919,5.97194330025359,32.0,52.8346574833529,10.319,9.44834081238425,0.0,middle,0.0
MUS,2025,4.56073459342588,0.26181,6.0,73.30793533,4.92512304864294,11934.770909957,45.7771156388358,36.8,74.6679068151951,5.635,1.21703538647261,0.0,middle,0.0
MWI,2025,2.27963607830505,0.17752,3.0,18.96159935,1.6734340852915,551.95152347056,2.70813684546823,38.5,27.6789722316402,5.072,1.64552794448662,,low,0.0
MYS,2025,3.6930953933026,1.0121,883.0,98.0206059,5.10545921024041,11883.79127749,38.5013945445142,40.7,64.8618460303923,3.764,58.6276748543331,0.0,middle,0.0
NAC,2025,1.16188454203834,3.32644050404442,274038.0,95.6,2.69993075266272,63990.5959352171,79.0441970825195,,79.6285626729315,4.51095574626817,22.911841443645,,high,95.6
NAM,2025,14.4696554951116,0.64636,8.0,64.87460327,3.71154502416731,4034.35053463284,26.1092654658031,59.1,61.1148788443866,19.291,0.117288080576373,0.0,middle,0.0
NCL,2025,8.48945728851914,,,82.0058408035186,-13.5,30858.7237060533,,,77.5702935032022,11.174,5.267295899888,,high,0.0
NER,2025,1.80157547660986,,,15.55760002,10.3000000007793,595.151744559316,4.15170730347346,32.9,17.7370462985117,0.394,8.61766309210248,,low,0.0
NGA,2025,0.428249682662515,0.28444,410.0,41.21139908,4.06236408888319,2324.64881202751,9.74153350922586,33.9,49.4564057132697,3.064,2.71167186435579,0.0,middle,0.0
NIC,2025,6.86656428120852,0.10742,1.0,61.39550018,3.5878302292345,2290.47162505995,30.3635101318359,46.2,52.6494477494836,5.04,0.596452227371355,0.0,middle,0.0
NLD,2025,-1.40403571808501,2.26719,2080.0,97.00679779,1.08100584845663,51178.5256968147,86.5938262939453,25.7,84.5396712399754,3.874,23.4680052763745,,high,0.0
NOR,2025,2.50917917104619,1.85142,946.0,99.0,2.09723059960317,79667.5272314776,95.4987564086914,26.5,79.6640127716935,4.637,25.4139359384172,,high,0.0
NPL,2025,0.132590416512966,0.30221,20.0,46.32189941,3.66537430744967,1179.81272768386,21.2915596292014,30.0,45.8085364628854,10.465,0.617520704475872,,middle,0.0
NRU,2024,-3.59566562291604,,,83.01170349,1.38888888888904,8570.95582950675,,32.4,,,,0.0,middle,83.01170349
NZL,2025,0.676410624636643,1.54848,330.0,93.51930237,1.28862004711685,42408.2378731636,77.2406463623047,,74.6438838430131,5.076,12.9670750449435,,high,0.0
OED,2025,1.08459526909667,2.92916270172344,,,1.80676868744605,40461.3496678975,78.6357879638672,,74.0371525211173,4.92579055790538,22.3506357647359,,high,0.0
OMN,2025,11.6351181523148,0.38979,30.0,95.25174678,1.63163221127449,17347.2911339051,42.226921081543,,54.6167366130906,3.251,5.00539346096146,,high,0.0
OSS,2025,-2.74967868768225,1.36645544626259,,,2.8832579743179,12597.7224556377,22.5716896057129,,68.7017188624589,8.59167767443203,23.639789353007,0.0,middle,0.0
PAK,2025,0.7166886452434,0.16399,426.0,57.253,3.04898287335465,1634.56735260799,10.8564126844434,33.5,38.514965787622,5.42,2.43815248015808,0.0,middle,0.0
PAN,2025,3.74510335231647,0.19708,35.0,72.77149963,2.74788545546916,17122.720655567,53.6949637061742,49.7,66.9520127272771,8.36,1.7673082163249,0.0,high,0.0
PER,2025,2.35092628744149,0.17611,94.0,81.95705992,3.30394098171516,6711.19403272527,71.2404708862305,40.1,60.0786745440895,5.117,5.21372377596414,0.0,middle,0.0
PHL,2025,2.03595540906242,0.27625,490.0,67.26300914,5.69201612823412,3925.3048697218,47.4134996154186,39.3,59.5480051595847,2.235,60.975307025875,0.0,middle,0.0
PLW,2024,28.8707822649542,,,83.92549896,2.21599800170485,13128.1314312511,71.8428437792329,,,,51.6836869301107,1.0,middle,59.923460424808226
PNG,2025,-0.6236311790975,0.03158,1.0,18.81159973,3.79979560086888,2564.73748186493,,41.9,55.2660602935947,2.571,10.2480784684723,0.0,middle,0.0
POL,2025,2.24523191798779,1.55525,3377.0,88.58496367,3.02841630700273,18000.5034591285,80.9149627685547,28.5,63.7521015412052,2.976,13.5099699026858,0.0,high,0.0
PRE,2025,1.53808800126193,,,,3.31272809044805,1440.28390969245,8.72068023681641,,37.6368789080897,4.54137517937725,,0.0,middle,0.0
PRI,2025,,0.42882,,87.29178106,3.17707554784896,30971.2620550191,77.9263575380698,,84.1413773187735,5.991,,,high,0.0
PRK,2025,,,6937.0,0.0,,,26.7206192016602,,23.5148640139739,3.545,,,,0.0
PRT,2025,4.30503475485494,1.69491,711.0,88.48704454,2.13967177177636,22647.3791895579,77.6778182983398,33.9,72.6728676887903,6.164,6.77343918950435,,high,0.0
PRY,2025,2.46843780233781,0.14117,10.0,81.57806793,4.24996010464072,6640.83816613117,37.6179261040957,44.2,65.0838345545717,4.803,10.5004049492786,0.0,middle,0.0
PSE,2024,1.18281329825606,0.45434,,86.63765334,-26.5575264529877,2072.09019517685,44.4904623709098,36.4,63.7764456981664,24.42,1.84344953927492,0.0,middle,0.0
PSS,2025,2.68484327217168,,,,3.39271983855302,3921.37323131971,29.3007507324219,,50.5740774786474,3.51831083728422,,0.0,middle,0.0
PST,2025,1.46532964544321,3.02091743107871,,,1.79546895973735,46567.2575677716,80.2341079711914,,76.7307614585124,4.69671542934052,25.6528987579653,,high,0.0
PYF,2025,-0.219284661446365,,,72.7038953132942,1.12638897730247,20846.6514059991,,,83.7482756355515,11.662,1.92522086808869,,high,0.0
QAT,2025,0.209965001654649,0.68058,47.0,98.08540344,2.35970586926597,62157.3751791848,43.0178909301758,35.1,60.35965499607,0.13,2.80655334313522,,high,0.0
ROU,2025,1.87134949618788,0.51656,772.0,91.29048551,0.916003764382594,12459.9112061891,55.1682891845703,29.8,56.4832124177493,5.992,13.4497511493721,0.0,middle,0.0
RUS,2025,-0.430126781944773,0.93706,19569.0,94.36495368,4.34437475491529,11043.259765625,60.3891235376867,33.0,69.0585484649102,2.133,9.72984772707015,0.0,middle,0.0
RWA,2025,4.02009319742237,0.78149,14.0,31.70330048,8.89065529573114,1070.45003770926,9.41173924647801,39.4,46.5412225721368,11.363,4.78472979585672,,low,0.0
SAS,2025,0.66627173734269,0.629398082132028,23872.0,67.8,6.23259967615652,2355.24832417956,32.7833213806152,,33.4493244173949,4.24316978447462,18.0589039340453,0.0,middle,67.8
SAU,2025,1.72104243015611,0.63522,1398.0,100.0,1.99650173436159,24963.3322139095,83.884129573915,,74.4304575440061,3.038,0.544002126713625,,high,0.0
SDN,2024,1.37399372870934,0.225,153.0,18.60000038,-13.9643375197179,578.38916015625,15.8645696640015,34.2,46.2442434159355,7.53,2.20240348221045,0.0,low,0.0
SEN,2025,6.1461393599949,0.5772,,60.11780167,6.06055141198976,1511.89280670234,15.3302400879779,36.2,47.9248738621857,2.735,3.0439766592332,0.0,middle,0.0
SGP,2025,24.676735941018,1.80821,2024.0,94.37757178,4.38802362461865,67706.8336149739,97.2886546863037,,85.906755500253,2.818,59.429782938503,,high,0.0
SLB,2025,2.08128126058924,,,29.04070091,2.99755987604104,1806.38367324387,,37.1,49.9547595242512,1.431,1.35922325473902,0.0,middle,0.0
SLE,2025,1.7469962843978,,,25.10499954,4.29322336690163,1137.29005673054,1.98783004283905,35.7,44.0369486705191,3.15,0.736114020377876,,middle,0.0
SLV,2025,2.61241857793703,0.10152,2.0,66.47769928,2.60202016121069,4585.22599757795,32.8347079463918,39.8,63.0108282742462,3.303,5.47333119441725,0.0,middle,0.0
SMR,2024,-0.893347982047045,,7.0,97.35220337,0.401934896977224,51323.7972635865,57.5487465181059,,,,,,high,63.063288314526474
SOM,2025,6.39257959388318,,,27.94020081,4.11139335779471,467.269910194415,,,52.2194392045983,18.948,,,low,0.0
SRB,2025,6.20170332537196,0.93978,138.0,87.69071294,3.94992622592932,8580.26105823259,70.582649230957,32.8,54.9047279856067,7.123,4.54619756956742,0.0,middle,0.0
SSA,2025,2.20339508836362,0.449511761428983,,36.5,3.36470475625489,1668.197792687,9.27089023590088,,39.1258044491768,5.93967607931729,6.10666457026342,0.0,middle,36.5
SSD,2023,0.0012502291294692,,,6.671000004,-10.7933646271143,1080.14718624765,,44.0,34.5674763692935,12.374,,,low,0.0
SSF,2025,2.25032890254869,0.442468713514622,1834.0,35.7,3.59733324708962,1589.32982537075,9.27116012573242,,38.4951015257407,5.65798225644767,6.0701465341133,0.0,middle,35.7
SST,2025,1.43652749590238,0.853701922172335,,0.0,6.12150935431907,12776.0630940034,22.8753509521484,,66.935223624279,7.75664307665696,22.5696838064103,0.0,middle,0.0
STP,2025,-2.02904327860989,,,59.11759949,1.09999940100751,1368.14347554019,12.8210802078247,40.7,65.4241967871486,9.132,29.2734328924522,0.0,middle,0.0
SUR,2025,-0.850285319023894,,,87.4,1.72095737011739,7246.2576795921,2.56642457392281,39.2,66.9213955372514,7.834,10.3729916697731,0.0,middle,0.0
SVK,2025,3.55503662060591,1.03359,146.0,89.82507032,1.93867445549446,19776.1758069498,54.4743194580078,23.8,63.3086886994208,5.359,10.5935553645599,0.0,high,0.0
SVN,2025,2.5587649173879,2.13385,222.0,90.76355487,1.73139722479493,26134.627203987,80.0806884765625,24.7,64.3742586208093,3.175,8.34338034336379,,high,0.0
SWE,2025,4.47808450970011,3.59978,1771.0,95.76629783,0.820071806703865,54209.9474264877,83.9988098144531,29.3,81.4112121058729,8.694,17.6524551082203,,high,95.76629783
SWZ,2025,1.55448906259813,0.27807,,63.40309906,2.97391075973985,3864.20550510839,6.43545771863543,54.6,58.7199520290647,34.202,0.285307158606886,0.0,middle,0.0
SXM,2024,2.06435549473904,,,,3.00000000000014,34840.1808966872,7.65284309533989,,,,,,high,0.0
SYC,2024,10.4342001858715,0.2017,3.0,87.81800079,3.46568066415341,16586.4074964781,14.5342502593994,32.1,,,0.0899054165105232,0.0,high,31.704032514884286
SYR,2025,1.19065657189387,0.04217,102.0,33.77000046,0.732781301861365,712.272278200037,43.7606582641602,26.4,58.5022194902612,13.569,1.38292716055376,0.0,low,0.0
TCA,2024,2.5209301366237,,,,5.63682517443362,57179.29601876,25.2537080405933,,,,2.19852999029956,,high,0.0
TCD,2025,5.2230945466515,0.23294,,12.62689972,4.19925854085865,849.707321000625,4.39665967267065,37.4,19.7618957733346,1.057,,,low,0.0
TEA,2025,0.503187348651075,2.47590303547195,,88.9,4.96151507087535,10242.3676287334,62.1942710876465,,47.3778957359867,3.92368997709517,28.0181564947106,0.0,middle,88.9
TEC,2025,1.05681323811387,0.992713392569438,,90.8,3.80534822218803,10447.7265615175,88.6189193725586,,62.1101308380838,4.61967413491655,12.0816366965877,0.0,middle,90.8
TGO,2025,0.786342441379874,0.22229,,39.48320007,6.53204505563791,931.029965529857,14.9029897765252,37.9,44.2472358206748,1.995,0.681948279595617,,low,0.0
THA,2025,2.71636831286516,0.93628,867.0,90.86718789,2.54182067735289,6574.46109387985,49.0776442074561,33.3,49.2059648636357,0.781,28.3057768762254,0.0,middle,24.53882210372805
TJK,2025,2.05083616601343,0.08969,1.0,55.79339981,8.39999980983981,1496.33813395037,35.6398418742497,36.1,39.071884534804,6.931,15.2077910112936,0.0,middle,0.0
TKM,2025,3.2007384018073,0.09,,17.99029922,6.2994265836889,8231.49544263659,20.4250351701637,,49.5001690684825,4.267,,0.0,middle,0.0
TLA,2025,2.83299893635431,0.682501882174588,,83.9,2.2781470509277,8746.2934214582,59.0615386962891,,66.7232033023266,5.50985450118759,13.1638876701563,0.0,middle,83.9
TLS,2025,12.0853687045097,,,35.04199982,-9.10069369772735,1149.21888298011,30.9611108169641,28.7,50.1772559153265,1.592,1.52605032155587,0.0,middle,0.0
TMN,2025,2.35451754569171,0.538755837378145,,60.2,2.41973722378488,3029.88305321206,,,47.7946520801708,8.69378066221379,2.76625579603697,0.0,middle,60.2
TON,2025,0.44357392332268,,,67.4417038,2.79014366862668,4680.29974543195,42.8611738148984,27.1,53.0482808848967,2.008,28.4602948799521,0.0,middle,0.0
TSA,2025,0.666271737342691,0.629398082132028,,67.8,6.23259967615652,2355.24832417956,32.7833213806152,,33.4493244173949,4.24316978447462,18.0589039340453,0.0,middle,67.8
TSS,2025,2.25032890254869,0.442468713514622,,35.2,3.59733324708967,1589.32982537075,9.27116012573242,,38.4951015257407,5.65798225644767,6.0701465341133,0.0,middle,35.2
TTO,2025,-1.76782828873977,0.05039,2.0,82.15989685,2.50920813979569,16312.4849555716,23.8493010569383,,71.3244357607712,3.329,0.223696636088891,0.0,high,0.0
TUN,2025,1.4797736580075,0.74658,180.0,76.5,1.61444564976986,4006.20588267443,38.1219482421875,33.7,54.2620289656687,15.108,7.70110744284105,0.0,middle,0.0
TUR,2025,0.860701598247461,1.42224,8234.0,89.77024003,3.3276230893799,15395.0278894893,105.88606262207,43.7,58.4894545483468,8.52,5.13775956987065,0.0,high,89.77024003
TUV,2023,0.267002517757908,,,35.20000076,3.85280919517032,4773.34085526672,19.3509615384615,39.1,,,,0.0,middle,9.67548076923075
TZA,2025,2.17843632795407,0.51456,1.0,31.16209984,5.5263138305945,1120.77416992188,4.01880979537964,40.5,27.3246630727964,1.572,3.00569275084221,,low,0.0
UGA,2025,6.04170465829259,0.4383,14.0,8.949831061,6.05558075875589,986.090145363924,4.61899995803833,42.7,27.8501794525323,2.746,1.91593833437355,,low,0.0
UKR,2024,2.1065185105382,0.36988,1302.0,82.47489929,2.9138222142611,2219.04248046875,87.1920013427734,25.6,60.6651539753775,9.834,6.37028789775054,0.0,middle,33.38254658267797
UMC,2025,0.884040730318081,2.03350874454129,1391200.0,88.8,4.17952127549748,10332.0594464473,64.5994720458984,,52.6399892432513,5.42133730167977,22.612282824438,0.0,middle,88.8
URY,2025,-4.86239476784597,0.70196,23.0,91.99109007,3.10825478066172,18958.6033293537,79.9536903496537,40.0,73.1514842368313,7.516,9.84178975855216,0.0,high,0.0
USA,2025,1.03321085618604,3.44716,262244.0,94.69380188,2.79300127716779,66356.1706750101,79.361930847168,41.8,79.5627787515985,4.198,24.322982844202,,high,0.0
UZB,2025,2.5972703195852,0.10416,413.0,89.50550079,6.49999999997677,3890.41593075015,59.8086982926392,32.7,50.1906943451481,4.622,1.73386305963966,0.0,middle,29.9043491463196
VCT,2025,12.0060314102276,0.1139,,76.19010162,4.06183490050209,9485.18771201686,41.4983277591973,,69.7907911773391,18.003,4.93442861881868,0.0,middle,0.0
VEN,2025,1.36272366359347,0.33713,96.0,76.67890167,5.29999999999984,1501.02277449885,78.2699203491211,44.7,74.3732817797608,5.307,,1.0,middle,0.0
VGB,2024,,,,77.7042682926829,,,29.5605306799337,,,,,,,14.78026533996685
VIR,2025,,0.02717,,64.3774942980087,-1.31123206333498,36983.431060272,,,81.8619772425004,11.443,,,high,0.0
VNM,2025,4.23394171325231,0.41456,1066.0,84.15,7.09118746633975,4017.74604111554,37.5923642016718,36.1,40.1305077279733,1.523,44.256885251682,0.0,middle,0.0
VUT,2025,2.58164239501493,,,22.35140038,0.942185362275907,2697.09183254533,4.87792015075684,32.3,45.4272811284895,5.073,,0.0,middle,0.0
WLD,2025,1.32595274334775,2.59056888571504,2385200.0,73.6,2.87194964204316,11851.505171614,43.6151390075684,,50.5581384091108,4.79097241077406,24.758870073466,0.0,middle,73.6
WSM,2025,0.318181346491415,,1.0,21.20000076,4.74838445564714,4880.54418032056,16.0263900756836,38.7,57.1816359992713,4.996,76.6700641079328,0.0,middle,0.0
XKX,2024,7.67877491657097,,,89.4430319734879,4.5730971681166,5631.68223392136,,38.3,,,,0.0,middle,0.0
YEM,2025,-1.30563839823089,,20.0,17.49099922,0.752447592962554,1079.32938366255,8.80690002441406,36.7,57.254720049211,17.322,4.82928415383478,0.0,low,0.0
ZAF,2025,0.580891709673066,0.61479,1804.0,78.35759735,0.534843531905139,5715.47531469148,23.493768799339,54.1,73.833224386876,32.391,5.70923344153222,0.0,middle,0.0
ZMB,2025,9.32437789659637,0.27819,13.0,17.10099983,3.82004825518591,1343.38966380353,3.96159738763825,51.5,35.1915560379026,5.918,1.4719428559393,0.0,middle,0.0
ZWE,2025,1.12046122708248,,8.0,41.64279938,1.74239524880791,1417.71894115853,7.74912957845971,50.3,34.1608804151819,9.293,2.79801736625087,0.0,middle,0.0
